Rossz,Szomszedos,Szep. 25--27.,Okt. 2--4.,Okt. 9--11.,Okt. 16--18.,Oszi szunet,Nov. 6--8.,Nov. 13--15.,Nov. 20--22.,Nov. 27--29.,Dec. 4--6.,Dec. 11--13.,Dec. 18--20.,Jan. 8--10.,Jan. 15--17.,Jan. 22--24.,Jan. 29--31.
1,2,Hetedikesek,,Monguz,,,,,Beluga,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,Hetedikesek,,Monguz,,,ZsA,,,Okapi,,B,,Lemur,ZsB,Beluga,
1,2,,Hetedikesek,Monguz,,,,Beluga,,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsB,ZsA,
1,2,,,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,,Lemur,ZsB,Beluga,
1,2,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,ZsB,ZsA,
1,2,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsB,ZsA,
1,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,Lemur,,B,,,ZsB,,ZsA
1,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,Lemur,,ZsB,ZsA,
1,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,ZsA,B,,Lemur,,ZsB,
1,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,Lemur,ZsB,,ZsA
1,2,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,ZsB,,
1,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,ZsA,B,,Lemur,,ZsB,
1,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,ZsA,ZsB,
1,2,,,Monguz,,Hetedikesek,,,Beluga,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,ZsB,Beluga,
1,2,,,Monguz,,,Hetedikesek,Beluga,,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,,,Monguz,,,Hetedikesek,,Beluga,Okapi,,B,,Lemur,ZsB,,ZsA
1,2,,,Monguz,,,Beluga,,Okapi,,ZsA,B,,Lemur,ZsB,,Hetedikesek
1,2,,ZsA,Monguz,,,,Beluga,,Okapi,,B,,Lemur,ZsB,,Hetedikesek
1,2,,,Monguz,,,ZsA,Beluga,,Okapi,,B,,Lemur,ZsB,,Hetedikesek
1,2,,,Monguz,,,ZsA,,Beluga,Okapi,,B,,Lemur,ZsB,,Hetedikesek
2,1,Hetedikesek,,Monguz,,,Beluga,,Okapi,Lemur,,B,,,ZsB,,ZsA
2,1,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,B,Lemur,,ZsB,,ZsA
2,1,Hetedikesek,,Monguz,,,Beluga,,Okapi,,ZsA,B,,Lemur,,ZsB,
2,1,Hetedikesek,,Monguz,,,Beluga,,Okapi,,,B,,Lemur,ZsB,,ZsA
2,1,Hetedikesek,,Monguz,,,ZsB,,Okapi,,ZsA,B,,Lemur,,Beluga,
2,1,Hetedikesek,,Monguz,,,Beluga,,,Okapi,,B,,Lemur,ZsB,,ZsA
2,1,Hetedikesek,,Monguz,,,ZsA,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,1,Hetedikesek,,Monguz,,,ZsB,Beluga,,Okapi,,B,,Lemur,,ZsA,
2,1,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,B,,Lemur,,ZsB,ZsA
2,1,Hetedikesek,,Monguz,,,ZsA,,Beluga,Okapi,,B,,Lemur,,ZsB,
2,1,Hetedikesek,,Monguz,,,ZsB,,Beluga,Okapi,,B,,Lemur,,ZsA,
2,1,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsB,,ZsA
2,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,ZsB,ZsA,
2,1,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,ZsB,,ZsA
2,1,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsB,,ZsA
2,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,Lemur,,ZsB,,ZsA
2,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,,ZsB,ZsA
2,2,Hetedikesek,Lemur,Monguz,,,,Beluga,,Okapi,,B,,,ZsB,,ZsA
2,2,Hetedikesek,Lemur,,,,,Beluga,,Okapi,,B,,Monguz,ZsB,,ZsA
2,2,Hetedikesek,,Monguz,,,Beluga,Lemur,,Okapi,,B,,,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,,Lemur,Beluga,Okapi,,B,,,ZsB,,ZsA
2,2,Hetedikesek,,Monguz,,,,Lemur,,Okapi,,B,,Beluga,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,ZsA,Lemur,,Okapi,,B,,,ZsB,Beluga,
2,2,Hetedikesek,,Monguz,,,,Lemur,,Okapi,,B,,,ZsB,Beluga,ZsA
2,2,Hetedikesek,,Monguz,Okapi,,,Beluga,,Lemur,,B,,,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,Lemur,,B,,,ZsA,ZsB,
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,Lemur,,B,,ZsB,,ZsA,
2,2,Hetedikesek,,Monguz,,,ZsA,,Okapi,Lemur,,B,,Beluga,ZsB,,
2,2,Hetedikesek,,Monguz,,,,,Okapi,Lemur,,B,,Beluga,ZsB,,ZsA
2,2,Hetedikesek,,Monguz,,,ZsB,,Okapi,Lemur,,B,,,ZsA,Beluga,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Lemur,,B,Okapi,,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,ZsA,Beluga,,Lemur,,B,,,Okapi,ZsB,
2,2,Hetedikesek,,Monguz,,,ZsB,Beluga,,Lemur,,B,,,Okapi,ZsA,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Lemur,,B,,ZsB,Okapi,ZsA,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Lemur,,B,,,Okapi,ZsB,ZsA
2,2,Hetedikesek,,Monguz,,,ZsA,,Beluga,Lemur,,B,,,Okapi,ZsB,
2,2,Hetedikesek,,Monguz,,,ZsB,,Beluga,Lemur,,B,,,Okapi,ZsA,
2,2,Hetedikesek,,,Okapi,,,Beluga,,Lemur,,B,,Monguz,ZsB,ZsA,
2,2,Hetedikesek,,,,,Beluga,,Okapi,Lemur,,B,,Monguz,ZsB,,ZsA
2,2,Hetedikesek,,ZsB,,,,Beluga,Okapi,Lemur,,B,,Monguz,,ZsA,
2,2,Hetedikesek,,ZsB,,,,Beluga,,Lemur,,B,,Monguz,Okapi,ZsA,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,,ZsA,B,Lemur,,ZsB,,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,,,B,Lemur,,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,,,B,Lemur,,ZsB,,ZsA
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,,ZsA,,Lemur,,ZsB,B,
2,2,Hetedikesek,,Monguz,,,ZsA,,Okapi,,,B,Lemur,,ZsB,Beluga,
2,2,Hetedikesek,,Monguz,,,Beluga,,,Okapi,,B,Lemur,,ZsB,ZsA,
2,2,Hetedikesek,,Monguz,,,ZsA,Beluga,,Okapi,,B,Lemur,,ZsB,,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,B,Lemur,,ZsA,ZsB,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,ZsA,,Lemur,,ZsB,B,
2,2,Hetedikesek,,Monguz,,,ZsA,,Beluga,Okapi,,B,Lemur,,ZsB,,
2,2,Hetedikesek,,Monguz,,,,,Beluga,Okapi,,B,Lemur,,ZsB,,ZsA
2,2,Hetedikesek,,Monguz,,,ZsA,,,Okapi,,B,Lemur,,ZsB,Beluga,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,ZsA,,B,,Lemur,ZsB,,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,,,B,,Lemur,ZsA,ZsB,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,,ZsA,,,Lemur,ZsB,B,
2,2,Hetedikesek,,Monguz,,,ZsA,Beluga,Okapi,,,B,,Lemur,,ZsB,
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,ZsA,,B,,Lemur,,ZsB,
2,2,Hetedikesek,,Monguz,,,ZsB,Beluga,Okapi,,,B,,Lemur,,ZsA,
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,,,B,,Lemur,,ZsB,ZsA
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,,ZsA,,,Lemur,ZsB,,B
2,2,Hetedikesek,,Monguz,,,ZsB,,Okapi,,,B,,Lemur,ZsA,Beluga,
2,2,Hetedikesek,,Monguz,,,,,Okapi,,ZsA,B,,Lemur,ZsB,,Beluga
2,2,Hetedikesek,,Monguz,,,Beluga,,,Okapi,ZsA,B,,Lemur,,ZsB,
2,2,Hetedikesek,,Monguz,,,Beluga,,,Okapi,,B,,Lemur,ZsA,ZsB,
2,2,Hetedikesek,ZsA,Monguz,,,,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,2,Hetedikesek,,Monguz,ZsA,,,Beluga,,Okapi,,B,,Lemur,ZsB,,
2,2,Hetedikesek,,Monguz,,,ZsB,Beluga,,Okapi,,B,,Lemur,ZsA,,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,ZsA,,Lemur,ZsB,B,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,ZsA,,,Lemur,ZsB,,B
2,2,Hetedikesek,,Monguz,,,ZsB,,Beluga,Okapi,,B,,Lemur,ZsA,,
2,2,Hetedikesek,,Monguz,,,,,Beluga,Okapi,,B,,Lemur,,ZsB,ZsA
2,2,Hetedikesek,,Monguz,,,,ZsA,,Okapi,,B,,Lemur,ZsB,Beluga,
2,2,Hetedikesek,,Monguz,,,ZsB,,,Okapi,ZsA,B,,Lemur,,Beluga,
2,2,Hetedikesek,,Monguz,,,ZsB,,,Okapi,,B,,Lemur,ZsA,Beluga,
2,2,Hetedikesek,,Monguz,,,,Beluga,,ZsA,,B,,Lemur,Okapi,ZsB,
2,2,Hetedikesek,,Monguz,,,ZsA,,Beluga,,,B,,Lemur,Okapi,ZsB,
2,2,Hetedikesek,,Monguz,,,ZsB,,Beluga,,ZsA,B,,Lemur,Okapi,,
2,2,Hetedikesek,,Monguz,,,ZsB,,Beluga,,,B,,Lemur,Okapi,ZsA,
2,2,Hetedikesek,,ZsB,,,,Monguz,Okapi,,ZsA,B,,Lemur,,Beluga,
2,2,Hetedikesek,,,,,Beluga,Monguz,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,Hetedikesek,,ZsB,,,,Monguz,Beluga,Okapi,,B,,Lemur,,ZsA,
2,2,Hetedikesek,,,ZsA,,,Monguz,,Okapi,,B,,Lemur,ZsB,Beluga,
2,2,Hetedikesek,,ZsB,,,,Monguz,,Okapi,ZsA,B,,Lemur,,Beluga,
2,2,Hetedikesek,,ZsB,,,,Monguz,,Okapi,,B,,Lemur,ZsA,Beluga,
2,2,Hetedikesek,,,,,Beluga,,Okapi,,Monguz,B,,Lemur,ZsB,,ZsA
2,2,Hetedikesek,,ZsB,,,,Beluga,Okapi,,Monguz,B,,Lemur,,ZsA,
2,2,Hetedikesek,,ZsB,,,,Beluga,,Okapi,Monguz,B,,Lemur,,ZsA,
2,2,Hetedikesek,,Monguz,,,Beluga,,Okapi,,ZsA,B,,,ZsB,Lemur,
2,2,Hetedikesek,,Monguz,,,ZsA,Beluga,,Okapi,,B,,,ZsB,Lemur,
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,B,,,ZsB,Lemur,ZsA
2,2,Hetedikesek,,Monguz,,,ZsA,,Beluga,Okapi,,B,,,ZsB,Lemur,
2,2,Hetedikesek,,Monguz,,,,Beluga,Okapi,,ZsA,B,,,ZsB,,Lemur
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,ZsA,B,,,ZsB,,Lemur
2,2,Hetedikesek,,Monguz,,,,Beluga,,Okapi,,B,,,ZsB,ZsA,Lemur
2,2,,Hetedikesek,Monguz,,,Beluga,,Okapi,Lemur,,B,,,ZsB,,ZsA
2,2,,Hetedikesek,,Okapi,,,Beluga,,Lemur,,B,,Monguz,ZsB,ZsA,
2,2,,Hetedikesek,,,,Beluga,,Okapi,Lemur,,B,,Monguz,ZsB,,ZsA
2,2,,Hetedikesek,Monguz,,,,Beluga,,Okapi,,B,Lemur,,ZsB,,ZsA
2,2,,Hetedikesek,Monguz,,,Beluga,,Okapi,,ZsA,B,,Lemur,,ZsB,
2,2,,Hetedikesek,Monguz,,,Beluga,,Okapi,,,B,,Lemur,ZsB,,ZsA
2,2,,Hetedikesek,Monguz,,,ZsB,,Okapi,,ZsA,B,,Lemur,,Beluga,
2,2,,Hetedikesek,Monguz,,,Beluga,,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,Hetedikesek,Monguz,,,ZsA,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,2,,Hetedikesek,Monguz,,,ZsB,Beluga,,Okapi,,B,,Lemur,,ZsA,
2,2,,Hetedikesek,Monguz,,,,Beluga,,Okapi,,B,,Lemur,,ZsB,ZsA
2,2,,Hetedikesek,Monguz,,,ZsA,,Beluga,Okapi,,B,,Lemur,,ZsB,
2,2,,Hetedikesek,Monguz,,,ZsB,,Beluga,Okapi,,B,,Lemur,,ZsA,
2,2,,Hetedikesek,,,,Beluga,Monguz,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,Hetedikesek,,ZsA,,,Monguz,,Okapi,,B,,Lemur,ZsB,Beluga,
2,2,,Hetedikesek,,,,Beluga,,Okapi,,Monguz,B,,Lemur,ZsB,,ZsA
2,2,Lemur,,Hetedikesek,,,,Beluga,,Okapi,,B,,Monguz,ZsB,ZsA,
2,2,,Lemur,Hetedikesek,,,,Beluga,,Okapi,,B,,Monguz,ZsB,,ZsA
2,2,,,Hetedikesek,,,Beluga,,Okapi,Lemur,,B,,Monguz,ZsB,,ZsA
2,2,,,Hetedikesek,,,Beluga,Monguz,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,,Hetedikesek,,,Beluga,,Okapi,,Monguz,B,,Lemur,ZsB,,ZsA
2,2,Lemur,,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,,ZsB,ZsA,
2,2,Lemur,,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsB,ZsA,
2,2,,Lemur,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,,ZsB,ZsA,
2,2,,Lemur,,Hetedikesek,,,Monguz,Beluga,Okapi,,B,,,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,,Monguz,,Okapi,,B,,Beluga,ZsB,ZsA,
2,2,,Lemur,,Hetedikesek,,ZsA,Monguz,,Okapi,,B,,,ZsB,Beluga,
2,2,,Lemur,,Hetedikesek,,,Monguz,,Okapi,,B,,,ZsB,Beluga,ZsA
2,2,,Lemur,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,,ZsB,ZsA,
2,2,,Lemur,,Hetedikesek,,,Beluga,Okapi,,Monguz,B,,,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,ZsA,,Okapi,,Monguz,B,,,ZsB,Beluga,
2,2,,Lemur,,Hetedikesek,,,Beluga,,Okapi,Monguz,B,,,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,Beluga,,Okapi,,ZsA,B,,Monguz,ZsB,,
2,2,,Lemur,,Hetedikesek,,Beluga,,Okapi,,,B,,Monguz,ZsB,ZsA,
2,2,,Lemur,,Hetedikesek,,,Beluga,Okapi,,ZsA,B,,Monguz,,ZsB,
2,2,,Lemur,,Hetedikesek,,,Beluga,Okapi,,,B,,Monguz,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,ZsA,,Okapi,,,B,,Monguz,ZsB,Beluga,
2,2,,Lemur,,Hetedikesek,,Beluga,,,Okapi,,B,,Monguz,ZsB,ZsA,
2,2,,Lemur,,Hetedikesek,,ZsA,Beluga,,Okapi,,B,,Monguz,ZsB,,
2,2,,Lemur,,Hetedikesek,,,Beluga,,Okapi,ZsA,B,,Monguz,,ZsB,
2,2,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsA,ZsB,
2,2,,Lemur,,Hetedikesek,,ZsA,,Beluga,Okapi,,B,,Monguz,ZsB,,
2,2,,Lemur,,Hetedikesek,,,,Beluga,Okapi,,B,,Monguz,ZsB,,ZsA
2,2,,Lemur,,Hetedikesek,,ZsA,,,Okapi,,B,,Monguz,ZsB,Beluga,
2,2,,ZsA,,Hetedikesek,,,Lemur,,Okapi,,B,,Monguz,ZsB,Beluga,
2,2,,,Monguz,Hetedikesek,,Beluga,,Okapi,Lemur,,B,,,ZsB,,ZsA
2,2,,ZsA,,Hetedikesek,,Beluga,,Okapi,Lemur,,B,,Monguz,ZsB,,
2,2,,,,Hetedikesek,,Beluga,,Okapi,Lemur,,B,,Monguz,ZsB,,ZsA
2,2,,ZsA,,Hetedikesek,,,Beluga,Okapi,Lemur,,B,,Monguz,,ZsB,
2,2,,ZsA,,Hetedikesek,,,Beluga,,Lemur,,B,,Monguz,Okapi,ZsB,
2,2,,,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,Lemur,,ZsB,,ZsA
2,2,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,Lemur,,ZsB,Beluga,
2,2,,,Monguz,Hetedikesek,,Beluga,,Okapi,,ZsA,B,,Lemur,,ZsB,
2,2,,,Monguz,Hetedikesek,,Beluga,,Okapi,,,B,,Lemur,ZsB,,ZsA
2,2,,,Monguz,Hetedikesek,,ZsB,,Okapi,,ZsA,B,,Lemur,,Beluga,
2,2,,,Monguz,Hetedikesek,,Beluga,,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,ZsA,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,2,,,Monguz,Hetedikesek,,ZsA,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,2,,,Monguz,Hetedikesek,,ZsB,Beluga,,Okapi,,B,,Lemur,,ZsA,
2,2,,,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,Lemur,,ZsB,ZsA
2,2,,,Monguz,Hetedikesek,,ZsA,,Beluga,Okapi,,B,,Lemur,,ZsB,
2,2,,,Monguz,Hetedikesek,,ZsB,,Beluga,Okapi,,B,,Lemur,,ZsA,
2,2,,ZsA,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,Lemur,ZsB,,
2,2,,,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,ZsA,,Hetedikesek,,,Monguz,Beluga,Okapi,,B,,Lemur,,ZsB,
2,2,,ZsA,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,Lemur,ZsB,,
2,2,,,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,Lemur,ZsB,,ZsA
2,2,,ZsA,,Hetedikesek,,,Beluga,Okapi,,Monguz,B,,Lemur,,ZsB,
2,2,,ZsA,,Hetedikesek,,,Beluga,,Okapi,Monguz,B,,Lemur,,ZsB,
2,2,,ZsA,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsB,Lemur,
2,2,Lemur,,Monguz,,Hetedikesek,,Beluga,Okapi,,ZsA,B,,,ZsB,,
2,2,Lemur,,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,,ZsB,ZsA,
2,2,Lemur,,Monguz,,Hetedikesek,,,Okapi,,ZsA,B,,,ZsB,Beluga,
2,2,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,ZsA,B,,,ZsB,,
2,2,Lemur,,Monguz,,Hetedikesek,,,Beluga,Okapi,,B,,,ZsB,ZsA,
2,2,Lemur,,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsB,ZsA,
2,2,,Lemur,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,,ZsB,,ZsA
2,2,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,ZsA,ZsB,
2,2,,Lemur,Monguz,,Hetedikesek,,,Beluga,Okapi,,B,,,ZsB,,ZsA
2,2,,Lemur,,,Hetedikesek,,Monguz,Beluga,Okapi,,B,,,ZsB,,ZsA
2,2,,Lemur,,,Hetedikesek,,Monguz,,Okapi,,B,,Beluga,ZsB,ZsA,
2,2,,Lemur,,,Hetedikesek,,Monguz,,Okapi,,B,,,ZsB,Beluga,ZsA
2,2,,Lemur,,,Hetedikesek,,Beluga,Okapi,,Monguz,B,,,ZsB,,ZsA
2,2,,Lemur,,,Hetedikesek,,Beluga,,Okapi,Monguz,B,,,ZsB,,ZsA
2,2,,Lemur,,,Hetedikesek,,Beluga,Okapi,,ZsA,B,,Monguz,,ZsB,
2,2,,Lemur,,,Hetedikesek,,Beluga,Okapi,,,B,,Monguz,ZsB,,ZsA
2,2,,Lemur,,,Hetedikesek,,Beluga,,Okapi,ZsA,B,,Monguz,,ZsB,
2,2,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsA,ZsB,
2,2,,Lemur,,,Hetedikesek,,,Beluga,Okapi,,B,,Monguz,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,,Lemur,Beluga,Okapi,,B,,,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,Beluga,ZsB,ZsA,
2,2,,ZsA,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,,ZsB,Beluga,
2,2,,,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,,ZsB,Beluga,ZsA
2,2,,ZsA,,,Hetedikesek,,Lemur,,Okapi,,B,,Monguz,ZsB,Beluga,
2,2,,,Monguz,,Hetedikesek,Beluga,,Okapi,Lemur,,B,,,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,Lemur,,B,,ZsB,,ZsA,
2,2,,,Monguz,,Hetedikesek,,,Okapi,Lemur,,B,,Beluga,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,Okapi,,ZsB,ZsA,
2,2,,ZsA,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,,,Okapi,ZsB,
2,2,,,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,,ZsB,Okapi,ZsA,
2,2,,,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,,,Okapi,ZsB,ZsA
2,2,,ZsA,,,Hetedikesek,,Beluga,Okapi,Lemur,,B,,Monguz,,ZsB,
2,2,,,ZsB,,Hetedikesek,,Beluga,Okapi,Lemur,,B,,Monguz,,ZsA,
2,2,,ZsA,,,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,Okapi,ZsB,
2,2,,,ZsB,,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,Okapi,ZsA,
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,Lemur,,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,ZsA,,Lemur,,ZsB,B,
2,2,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,Lemur,,ZsB,,
2,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,Lemur,,ZsA,ZsB,
2,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,ZsA,,Lemur,,ZsB,B,
2,2,,,Monguz,,Hetedikesek,,,Beluga,Okapi,,B,Lemur,,ZsB,,ZsA
2,2,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,Lemur,,ZsB,Beluga,
2,2,,,Monguz,,Hetedikesek,Beluga,,Okapi,,ZsA,B,,Lemur,,ZsB,
2,2,,,Monguz,,Hetedikesek,Beluga,,Okapi,,,B,,Lemur,ZsB,,ZsA
2,2,,ZsA,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,Lemur,,ZsB,
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,ZsA,,B,,Lemur,,ZsB,
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,Lemur,,ZsB,ZsA
2,2,,,Monguz,,Hetedikesek,,Beluga,Okapi,,ZsA,,,Lemur,ZsB,,B
2,2,,,Monguz,,Hetedikesek,ZsB,,Okapi,,ZsA,B,,Lemur,,Beluga,
2,2,,,Monguz,,Hetedikesek,,,Okapi,,ZsA,B,,Lemur,ZsB,,Beluga
2,2,,,Monguz,,Hetedikesek,Beluga,,,Okapi,,B,,Lemur,ZsB,,ZsA
2,2,,,Monguz,,Hetedikesek,ZsA,Beluga,,Okapi,,B,,Lemur,,ZsB,
2,2,,,Monguz,,Hetedikesek,ZsB,Beluga,,Okapi,,B,,Lemur,,ZsA,
2,2,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsA,,Lemur,ZsB,B,
